SETTLEMENTDATE,RRP,DAYTYPE,MONTH,HOUR,YEAR,DAY
2022-07-06 12:00,343.1175,1,7,13,2022,6
2022-07-06 13:00,336.7216667,1,7,14,2022,6
2022-07-06 14:00,365.1508333,1,7,15,2022,6
2022-07-06 15:00,367.17,1,7,16,2022,6
2022-07-06 16:00,475.6258333,1,7,17,2022,6
2022-07-06 17:00,710.3241667,1,7,18,2022,6
2022-07-06 18:00,675.3408333,1,7,19,2022,6
2022-07-06 19:00,605.7,1,7,20,2022,6
2022-07-06 20:00,594.3133333,1,7,21,2022,6
2022-07-06 21:00,469.8033333,1,7,22,2022,6
2022-07-06 22:00,404.4341667,1,7,23,2022,6
2022-07-06 23:00,382.5266667,1,7,24,2022,6
2022-07-07 00:00,387.7541667,1,7,1,2022,7
2022-07-07 01:00,373.1183333,1,7,2,2022,7
2022-07-07 02:00,359.4066667,1,7,3,2022,7
2022-07-07 03:00,354.69,1,7,4,2022,7
2022-07-07 04:00,335.81,1,7,5,2022,7
2022-07-07 05:00,336.6725,1,7,6,2022,7
2022-07-07 06:00,409.6725,1,7,7,2022,7
2022-07-07 07:00,472.2358333,1,7,8,2022,7
2022-07-07 08:00,361.0858333,1,7,9,2022,7
2022-07-07 09:00,324.3666667,1,7,10,2022,7
2022-07-07 10:00,340.235,1,7,11,2022,7
2022-07-07 11:00,218.305,1,7,12,2022,7
2022-07-07 12:00,37.38916667,1,7,13,2022,7
2022-07-07 13:00,128.5258333,1,7,14,2022,7
2022-07-07 14:00,181.9233333,1,7,15,2022,7
2022-07-07 15:00,298.3058333,1,7,16,2022,7
2022-07-07 16:00,299.2791667,1,7,17,2022,7
2022-07-07 17:00,374.695,1,7,18,2022,7
2022-07-07 18:00,327.8083333,1,7,19,2022,7
2022-07-07 19:00,308.3,1,7,20,2022,7
2022-07-07 20:00,357.2175,1,7,21,2022,7
2022-07-07 21:00,355.045,1,7,22,2022,7
2022-07-07 22:00,329.1033333,1,7,23,2022,7
2022-07-07 23:00,320.1366667,1,7,24,2022,7
2022-07-08 00:00,369.2233333,1,7,1,2022,8
2022-07-08 01:00,358.3716667,1,7,2,2022,8
2022-07-08 02:00,264.5991667,1,7,3,2022,8
2022-07-08 03:00,262.3075,1,7,4,2022,8
2022-07-08 04:00,259.3516667,1,7,5,2022,8
2022-07-08 05:00,300.0291667,1,7,6,2022,8
2022-07-08 06:00,367.2391667,1,7,7,2022,8
2022-07-08 07:00,399.4991667,1,7,8,2022,8
2022-07-08 08:00,319.4316667,1,7,9,2022,8
2022-07-08 09:00,296.0216667,1,7,10,2022,8
2022-07-08 10:00,241.6375,1,7,11,2022,8
2022-07-08 11:00,150.9366667,1,7,12,2022,8
2022-07-08 12:00,136.2791667,1,7,13,2022,8
2022-07-08 13:00,211.8641667,1,7,14,2022,8
2022-07-08 14:00,227.7316667,1,7,15,2022,8
2022-07-08 15:00,307.5425,1,7,16,2022,8
2022-07-08 16:00,425.5558333,1,7,17,2022,8
2022-07-08 17:00,549.975,1,7,18,2022,8
2022-07-08 18:00,506.3866667,1,7,19,2022,8
2022-07-08 19:00,417.7408333,1,7,20,2022,8
2022-07-08 20:00,424.6541667,1,7,21,2022,8
2022-07-08 21:00,449.8041667,1,7,22,2022,8
2022-07-08 22:00,457.9383333,1,7,23,2022,8
2022-07-08 23:00,461.62,1,7,24,2022,8
2022-07-09 00:00,490.3208333,0,7,1,2022,9
2022-07-09 01:00,458.3208333,0,7,2,2022,9
2022-07-09 02:00,395.7458333,0,7,3,2022,9
2022-07-09 03:00,370.4775,0,7,4,2022,9
2022-07-09 04:00,375.1116667,0,7,5,2022,9
2022-07-09 05:00,381.7483333,0,7,6,2022,9
2022-07-09 06:00,447.595,0,7,7,2022,9
2022-07-09 07:00,497.755,0,7,8,2022,9
2022-07-09 08:00,426.7683333,0,7,9,2022,9
2022-07-09 09:00,330.8616667,0,7,10,2022,9
2022-07-09 10:00,312.375,0,7,11,2022,9
2022-07-09 11:00,298.9091667,0,7,12,2022,9
2022-07-09 12:00,234.02,0,7,13,2022,9
2022-07-09 13:00,273.265,0,7,14,2022,9
2022-07-09 14:00,311.515,0,7,15,2022,9
2022-07-09 15:00,326.2408333,0,7,16,2022,9
2022-07-09 16:00,455.9608333,0,7,17,2022,9
2022-07-09 17:00,630.5575,0,7,18,2022,9
2022-07-09 18:00,510.2816667,0,7,19,2022,9
2022-07-09 19:00,421.3783333,0,7,20,2022,9
2022-07-09 20:00,537.5075,0,7,21,2022,9
2022-07-09 21:00,521.8933333,0,7,22,2022,9
2022-07-09 22:00,500.07,0,7,23,2022,9
2022-07-09 23:00,482.0166667,0,7,24,2022,9
2022-07-10 00:00,476.3683333,0,7,1,2022,10
2022-07-10 01:00,413.8066667,0,7,2,2022,10
2022-07-10 02:00,382.385,0,7,3,2022,10
2022-07-10 03:00,351.8458333,0,7,4,2022,10
2022-07-10 04:00,338.0633333,0,7,5,2022,10
2022-07-10 05:00,343.8441667,0,7,6,2022,10
2022-07-10 06:00,359.2708333,0,7,7,2022,10
2022-07-10 07:00,365.8083333,0,7,8,2022,10
2022-07-10 08:00,334.5233333,0,7,9,2022,10
2022-07-10 09:00,309.2466667,0,7,10,2022,10
2022-07-10 10:00,328.5925,0,7,11,2022,10
2022-07-10 11:00,206.2525,0,7,12,2022,10
2022-07-10 12:00,177.9166667,0,7,13,2022,10
2022-07-10 13:00,231.7966667,0,7,14,2022,10
2022-07-10 14:00,299.0641667,0,7,15,2022,10
2022-07-10 15:00,314.7316667,0,7,16,2022,10
2022-07-10 16:00,375.1725,0,7,17,2022,10
2022-07-10 17:00,523.0133333,0,7,18,2022,10
2022-07-10 18:00,534.6641667,0,7,19,2022,10
2022-07-10 19:00,422.4516667,0,7,20,2022,10
2022-07-10 20:00,435.4333333,0,7,21,2022,10
2022-07-10 21:00,415.5041667,0,7,22,2022,10
2022-07-10 22:00,382.9558333,0,7,23,2022,10
2022-07-10 23:00,364.8758333,0,7,24,2022,10
2022-07-11 00:00,327.9375,1,7,1,2022,11
2022-07-11 01:00,329.1508333,1,7,2,2022,11
2022-07-11 02:00,318.4741667,1,7,3,2022,11
2022-07-11 03:00,308.3425,1,7,4,2022,11
2022-07-11 04:00,293.52,1,7,5,2022,11
2022-07-11 05:00,330.0175,1,7,6,2022,11
2022-07-11 06:00,400.3108333,1,7,7,2022,11
2022-07-11 07:00,672.4933333,1,7,8,2022,11
2022-07-11 08:00,381.5066667,1,7,9,2022,11
2022-07-11 09:00,357.0591667,1,7,10,2022,11
2022-07-11 10:00,321.27,1,7,11,2022,11
2022-07-11 11:00,243.1425,1,7,12,2022,11
2022-07-11 12:00,263.0933333,1,7,13,2022,11
2022-07-11 13:00,351.2883333,1,7,14,2022,11
2022-07-11 14:00,396.7433333,1,7,15,2022,11
2022-07-11 15:00,470.86,1,7,16,2022,11
2022-07-11 16:00,661.6675,1,7,17,2022,11
2022-07-11 17:00,970.3583333,1,7,18,2022,11
2022-07-11 18:00,868.4316667,1,7,19,2022,11
2022-07-11 19:00,742.3308333,1,7,20,2022,11
2022-07-11 20:00,774.8975,1,7,21,2022,11
2022-07-11 21:00,727.9841667,1,7,22,2022,11
2022-07-11 22:00,605.73,1,7,23,2022,11
2022-07-11 23:00,581.8458333,1,7,24,2022,11
2022-07-12 00:00,520.7333333,1,7,1,2022,12
2022-07-12 01:00,537.3533333,1,7,2,2022,12
2022-07-12 02:00,549.6716667,1,7,3,2022,12
2022-07-12 03:00,523.3191667,1,7,4,2022,12
2022-07-12 04:00,614.145,1,7,5,2022,12
2022-07-12 05:00,598.3883333,1,7,6,2022,12
2022-07-12 06:00,735.8566667,1,7,7,2022,12
2022-07-12 07:00,965.2991667,1,7,8,2022,12
2022-07-12 08:00,662.6308333,1,7,9,2022,12
2022-07-12 09:00,606.3141667,1,7,10,2022,12
2022-07-12 10:00,564.0866667,1,7,11,2022,12
2022-07-12 11:00,479.625,1,7,12,2022,12
2022-07-12 12:00,442.4091667,1,7,13,2022,12
2022-07-12 13:00,567.0658333,1,7,14,2022,12
2022-07-12 14:00,606.0241667,1,7,15,2022,12
2022-07-12 15:00,657.3,1,7,16,2022,12
2022-07-12 16:00,786.7925,1,7,17,2022,12
2022-07-12 17:00,1505.3075,1,7,18,2022,12
2022-07-12 18:00,2335.018333,1,7,19,2022,12
2022-07-12 19:00,767.9375,1,7,20,2022,12
2022-07-12 20:00,758.5716667,1,7,21,2022,12
2022-07-12 21:00,761.1141667,1,7,22,2022,12
2022-07-12 22:00,631.9975,1,7,23,2022,12
2022-07-12 23:00,519.2025,1,7,24,2022,12
2022-07-13 00:00,444.0191667,1,7,1,2022,13
2022-07-13 01:00,423.5675,1,7,2,2022,13
2022-07-13 02:00,382.7733333,1,7,3,2022,13
2022-07-13 03:00,357.5541667,1,7,4,2022,13
2022-07-13 04:00,365.89,1,7,5,2022,13
2022-07-13 05:00,407.86,1,7,6,2022,13
2022-07-13 06:00,563.9783333,1,7,7,2022,13
2022-07-13 07:00,682.9041667,1,7,8,2022,13
2022-07-13 08:00,437.4625,1,7,9,2022,13
2022-07-13 09:00,350.045,1,7,10,2022,13
2022-07-13 10:00,366.1275,1,7,11,2022,13
2022-07-13 11:00,385.6925,1,7,12,2022,13
2022-07-13 12:00,391.9091667,1,7,13,2022,13
2022-07-13 13:00,414.1158333,1,7,14,2022,13
2022-07-13 14:00,399.4225,1,7,15,2022,13
2022-07-13 15:00,497.0183333,1,7,16,2022,13
2022-07-13 16:00,621.4008333,1,7,17,2022,13
2022-07-13 17:00,658.3608333,1,7,18,2022,13
2022-07-13 18:00,668.8716667,1,7,19,2022,13
2022-07-13 19:00,693.495,1,7,20,2022,13
2022-07-13 20:00,710.155,1,7,21,2022,13
2022-07-13 21:00,675.1991667,1,7,22,2022,13
2022-07-13 22:00,613.1416667,1,7,23,2022,13
2022-07-13 23:00,547.0275,1,7,24,2022,13
2022-07-14 00:00,550.16,1,7,1,2022,14
2022-07-14 01:00,579.475,1,7,2,2022,14
2022-07-14 02:00,594.6483333,1,7,3,2022,14
2022-07-14 03:00,573.9875,1,7,4,2022,14
2022-07-14 04:00,542.6591667,1,7,5,2022,14
2022-07-14 05:00,595.7516667,1,7,6,2022,14
2022-07-14 06:00,644.1391667,1,7,7,2022,14
2022-07-14 07:00,675.6333333,1,7,8,2022,14
2022-07-14 08:00,609.7208333,1,7,9,2022,14
2022-07-14 09:00,633.9383333,1,7,10,2022,14
2022-07-14 10:00,601.1175,1,7,11,2022,14
2022-07-14 11:00,504.8658333,1,7,12,2022,14
2022-07-14 12:00,477.3966667,1,7,13,2022,14
2022-07-14 13:00,482.75,1,7,14,2022,14
2022-07-14 14:00,440.7191667,1,7,15,2022,14
2022-07-14 15:00,399.575,1,7,16,2022,14
2022-07-14 16:00,706.3516667,1,7,17,2022,14
2022-07-14 17:00,3586.9525,1,7,18,2022,14
2022-07-14 18:00,859.7758333,1,7,19,2022,14
2022-07-14 19:00,734.6108333,1,7,20,2022,14
2022-07-14 20:00,854.0891667,1,7,21,2022,14
2022-07-14 21:00,739.6133333,1,7,22,2022,14
2022-07-14 22:00,656.6791667,1,7,23,2022,14
2022-07-14 23:00,635.2091667,1,7,24,2022,14
2022-07-15 00:00,581.9658333,1,7,1,2022,15
2022-07-15 01:00,550.6075,1,7,2,2022,15
2022-07-15 02:00,518.8166667,1,7,3,2022,15
2022-07-15 03:00,493.615,1,7,4,2022,15
2022-07-15 04:00,566.7883333,1,7,5,2022,15
2022-07-15 05:00,589.3725,1,7,6,2022,15
2022-07-15 06:00,698.3133333,1,7,7,2022,15
2022-07-15 07:00,855.035,1,7,8,2022,15
2022-07-15 08:00,599.7133333,1,7,9,2022,15
2022-07-15 09:00,477.43,1,7,10,2022,15
2022-07-15 10:00,468.1608333,1,7,11,2022,15
2022-07-15 11:00,363.0575,1,7,12,2022,15
2022-07-15 12:00,344.785,1,7,13,2022,15
2022-07-15 13:00,301.2533333,1,7,14,2022,15
2022-07-15 14:00,306.2875,1,7,15,2022,15
2022-07-15 15:00,366.8366667,1,7,16,2022,15
2022-07-15 16:00,596.2133333,1,7,17,2022,15
2022-07-15 17:00,704.8483333,1,7,18,2022,15
2022-07-15 18:00,765.7808333,1,7,19,2022,15
2022-07-15 19:00,717.6616667,1,7,20,2022,15
2022-07-15 20:00,711.7858333,1,7,21,2022,15
2022-07-15 21:00,639.0666667,1,7,22,2022,15
2022-07-15 22:00,591.3983333,1,7,23,2022,15
2022-07-15 23:00,522.4708333,1,7,24,2022,15
2022-07-16 00:00,469.375,0,7,1,2022,16
2022-07-16 01:00,451.8191667,0,7,2,2022,16
2022-07-16 02:00,460.6258333,0,7,3,2022,16
2022-07-16 03:00,437.9675,0,7,4,2022,16
2022-07-16 04:00,503.7116667,0,7,5,2022,16
2022-07-16 05:00,496.9183333,0,7,6,2022,16
2022-07-16 06:00,452.6458333,0,7,7,2022,16
2022-07-16 07:00,426.6191667,0,7,8,2022,16
2022-07-16 08:00,402.4525,0,7,9,2022,16
2022-07-16 09:00,406.8358333,0,7,10,2022,16
2022-07-16 10:00,360.83,0,7,11,2022,16
2022-07-16 11:00,307.1975,0,7,12,2022,16
2022-07-16 12:00,233.0491667,0,7,13,2022,16
2022-07-16 13:00,170.2908333,0,7,14,2022,16
2022-07-16 14:00,132.3991667,0,7,15,2022,16
2022-07-16 15:00,364.6575,0,7,16,2022,16
2022-07-16 16:00,417.805,0,7,17,2022,16
2022-07-16 17:00,469.3125,0,7,18,2022,16
2022-07-16 18:00,427.9333333,0,7,19,2022,16
2022-07-16 19:00,367.9591667,0,7,20,2022,16
2022-07-16 20:00,367.5466667,0,7,21,2022,16
2022-07-16 21:00,359.8808333,0,7,22,2022,16
2022-07-16 22:00,363.13,0,7,23,2022,16
2022-07-16 23:00,360.1516667,0,7,24,2022,16
2022-07-17 00:00,323.0191667,0,7,1,2022,17
2022-07-17 01:00,299.5616667,0,7,2,2022,17
2022-07-17 02:00,269.0041667,0,7,3,2022,17
2022-07-17 03:00,237.3341667,0,7,4,2022,17
2022-07-17 04:00,274.825,0,7,5,2022,17
2022-07-17 05:00,280.1258333,0,7,6,2022,17
2022-07-17 06:00,320.1858333,0,7,7,2022,17
2022-07-17 07:00,322.3025,0,7,8,2022,17
2022-07-17 08:00,186.9808333,0,7,9,2022,17
2022-07-17 09:00,87.8875,0,7,10,2022,17
2022-07-17 10:00,69.3725,0,7,11,2022,17
2022-07-17 11:00,14.42083333,0,7,12,2022,17
2022-07-17 12:00,-2.559166667,0,7,13,2022,17
2022-07-17 13:00,30.39333333,0,7,14,2022,17
2022-07-17 14:00,130.4433333,0,7,15,2022,17
2022-07-17 15:00,318.7566667,0,7,16,2022,17
2022-07-17 16:00,360.75,0,7,17,2022,17
2022-07-17 17:00,413.4758333,0,7,18,2022,17
2022-07-17 18:00,453.6016667,0,7,19,2022,17
2022-07-17 19:00,351.0791667,0,7,20,2022,17
2022-07-17 20:00,344.9758333,0,7,21,2022,17
2022-07-17 21:00,326.0325,0,7,22,2022,17
2022-07-17 22:00,324.2083333,0,7,23,2022,17
2022-07-17 23:00,328.0841667,0,7,24,2022,17
2022-07-18 00:00,311.0041667,1,7,1,2022,18
2022-07-18 01:00,227.7716667,1,7,2,2022,18
2022-07-18 02:00,267.5933333,1,7,3,2022,18
2022-07-18 03:00,296.8108333,1,7,4,2022,18
2022-07-18 04:00,286.3775,1,7,5,2022,18
2022-07-18 05:00,320.5641667,1,7,6,2022,18
2022-07-18 06:00,416.1675,1,7,7,2022,18
2022-07-18 07:00,492.3066667,1,7,8,2022,18
2022-07-18 08:00,147.3241667,1,7,9,2022,18
2022-07-18 09:00,114.8091667,1,7,10,2022,18
2022-07-18 10:00,137.6658333,1,7,11,2022,18
2022-07-18 11:00,101.24,1,7,12,2022,18
2022-07-18 12:00,224.9425,1,7,13,2022,18
2022-07-18 13:00,223.71,1,7,14,2022,18
2022-07-18 14:00,269.5483333,1,7,15,2022,18
2022-07-18 15:00,272.7025,1,7,16,2022,18
2022-07-18 16:00,456.995,1,7,17,2022,18
2022-07-18 17:00,662.3633333,1,7,18,2022,18
2022-07-18 18:00,656.5083333,1,7,19,2022,18
2022-07-18 19:00,600.6183333,1,7,20,2022,18
2022-07-18 20:00,598.985,1,7,21,2022,18
2022-07-18 21:00,507.935,1,7,22,2022,18
2022-07-18 22:00,462.4216667,1,7,23,2022,18
2022-07-18 23:00,340.8641667,1,7,24,2022,18
2022-07-19 00:00,388.7608333,1,7,1,2022,19
2022-07-19 01:00,438.0458333,1,7,2,2022,19
2022-07-19 02:00,445.9608333,1,7,3,2022,19
2022-07-19 03:00,417.7775,1,7,4,2022,19
2022-07-19 04:00,397.7891667,1,7,5,2022,19
2022-07-19 05:00,430.3566667,1,7,6,2022,19
2022-07-19 06:00,528.97,1,7,7,2022,19
2022-07-19 07:00,661.2991667,1,7,8,2022,19
2022-07-19 08:00,326.9566667,1,7,9,2022,19
2022-07-19 09:00,287.8841667,1,7,10,2022,19
2022-07-19 10:00,227.6825,1,7,11,2022,19
2022-07-19 11:00,232.7208333,1,7,12,2022,19
2022-07-19 12:00,278.8016667,1,7,13,2022,19
2022-07-19 13:00,312.0258333,1,7,14,2022,19
2022-07-19 14:00,313.4033333,1,7,15,2022,19
2022-07-19 15:00,346.2483333,1,7,16,2022,19
2022-07-19 16:00,648.4916667,1,7,17,2022,19
2022-07-19 17:00,769.0316667,1,7,18,2022,19
2022-07-19 18:00,651.4983333,1,7,19,2022,19
2022-07-19 19:00,485.6616667,1,7,20,2022,19
2022-07-19 20:00,463.6041667,1,7,21,2022,19
2022-07-19 21:00,427.5566667,1,7,22,2022,19
2022-07-19 22:00,363.9933333,1,7,23,2022,19
2022-07-19 23:00,322.5875,1,7,24,2022,19
2022-07-20 00:00,378.4158333,1,7,1,2022,20
2022-07-20 01:00,377.8266667,1,7,2,2022,20
2022-07-20 02:00,345.9916667,1,7,3,2022,20
2022-07-20 03:00,336.9133333,1,7,4,2022,20
2022-07-20 04:00,343.3733333,1,7,5,2022,20
2022-07-20 05:00,377.5175,1,7,6,2022,20
2022-07-20 06:00,511.075,1,7,7,2022,20
2022-07-20 07:00,643.29,1,7,8,2022,20
2022-07-20 08:00,429.7458333,1,7,9,2022,20
2022-07-20 09:00,291.3616667,1,7,10,2022,20
2022-07-20 10:00,265.7383333,1,7,11,2022,20
2022-07-20 11:00,311.5566667,1,7,12,2022,20
2022-07-20 12:00,301.8733333,1,7,13,2022,20
2022-07-20 13:00,300.5066667,1,7,14,2022,20
2022-07-20 14:00,327.8458333,1,7,15,2022,20
2022-07-20 15:00,367.625,1,7,16,2022,20
2022-07-20 16:00,412.14,1,7,17,2022,20
2022-07-20 17:00,543.3375,1,7,18,2022,20
2022-07-20 18:00,474.3908333,1,7,19,2022,20
2022-07-20 19:00,430.7308333,1,7,20,2022,20
2022-07-20 20:00,428.1358333,1,7,21,2022,20
2022-07-20 21:00,379.605,1,7,22,2022,20
2022-07-20 22:00,319.8783333,1,7,23,2022,20
2022-07-20 23:00,311.4433333,1,7,24,2022,20
2022-07-21 00:00,334.5475,1,7,1,2022,21
2022-07-21 01:00,312.4366667,1,7,2,2022,21
2022-07-21 02:00,308.2483333,1,7,3,2022,21
2022-07-21 03:00,299.1125,1,7,4,2022,21
2022-07-21 04:00,310.4433333,1,7,5,2022,21
2022-07-21 05:00,339.7933333,1,7,6,2022,21
2022-07-21 06:00,411.1133333,1,7,7,2022,21
2022-07-21 07:00,526.9658333,1,7,8,2022,21
2022-07-21 08:00,452.9775,1,7,9,2022,21
2022-07-21 09:00,383.7225,1,7,10,2022,21
2022-07-21 10:00,355.8916667,1,7,11,2022,21
2022-07-21 11:00,298.8866667,1,7,12,2022,21
2022-07-21 12:00,278.3158333,1,7,13,2022,21
2022-07-21 13:00,230.1483333,1,7,14,2022,21
2022-07-21 14:00,263.745,1,7,15,2022,21
2022-07-21 15:00,350.1583333,1,7,16,2022,21
2022-07-21 16:00,409.5675,1,7,17,2022,21
2022-07-21 17:00,498.8366667,1,7,18,2022,21
2022-07-21 18:00,423.7825,1,7,19,2022,21
2022-07-21 19:00,384.8841667,1,7,20,2022,21
2022-07-21 20:00,416.8116667,1,7,21,2022,21
2022-07-21 21:00,381.6733333,1,7,22,2022,21
2022-07-21 22:00,339.1666667,1,7,23,2022,21
2022-07-21 23:00,310.1441667,1,7,24,2022,21
2022-07-22 00:00,309.1775,1,7,1,2022,22
2022-07-22 01:00,305.9808333,1,7,2,2022,22
2022-07-22 02:00,290.0475,1,7,3,2022,22
2022-07-22 03:00,285.8183333,1,7,4,2022,22
2022-07-22 04:00,261.7666667,1,7,5,2022,22
2022-07-22 05:00,267.3633333,1,7,6,2022,22
2022-07-22 06:00,357.4141667,1,7,7,2022,22
2022-07-22 07:00,431.6558333,1,7,8,2022,22
2022-07-22 08:00,330.3758333,1,7,9,2022,22
2022-07-22 09:00,267.2283333,1,7,10,2022,22
2022-07-22 10:00,189.8458333,1,7,11,2022,22
2022-07-22 11:00,192.615,1,7,12,2022,22
2022-07-22 12:00,167.8141667,1,7,13,2022,22
2022-07-22 13:00,180.9775,1,7,14,2022,22
2022-07-22 14:00,279.2308333,1,7,15,2022,22
2022-07-22 15:00,320.6133333,1,7,16,2022,22
2022-07-22 16:00,433.6133333,1,7,17,2022,22
2022-07-22 17:00,599.7916667,1,7,18,2022,22
2022-07-22 18:00,589.4175,1,7,19,2022,22
2022-07-22 19:00,424.9316667,1,7,20,2022,22
2022-07-22 20:00,420.3108333,1,7,21,2022,22
2022-07-22 21:00,401.2291667,1,7,22,2022,22
2022-07-22 22:00,387.9641667,1,7,23,2022,22
2022-07-22 23:00,306.1225,1,7,24,2022,22
2022-07-23 00:00,282.7041667,0,7,1,2022,23
2022-07-23 01:00,217.575,0,7,2,2022,23
2022-07-23 02:00,143.7483333,0,7,3,2022,23
2022-07-23 03:00,164.8391667,0,7,4,2022,23
2022-07-23 04:00,190.8166667,0,7,5,2022,23
2022-07-23 05:00,330.2941667,0,7,6,2022,23
2022-07-23 06:00,278.4291667,0,7,7,2022,23
2022-07-23 07:00,301.1908333,0,7,8,2022,23
2022-07-23 08:00,278.6775,0,7,9,2022,23
2022-07-23 09:00,272.9975,0,7,10,2022,23
2022-07-23 10:00,129.6175,0,7,11,2022,23
2022-07-23 11:00,105.8525,0,7,12,2022,23
2022-07-23 12:00,143.2191667,0,7,13,2022,23
2022-07-23 13:00,238.4475,0,7,14,2022,23
2022-07-23 14:00,285.1316667,0,7,15,2022,23
2022-07-23 15:00,362.7666667,0,7,16,2022,23
2022-07-23 16:00,400.5425,0,7,17,2022,23
2022-07-23 17:00,548.2358333,0,7,18,2022,23
2022-07-23 18:00,465.8741667,0,7,19,2022,23
2022-07-23 19:00,320.3966667,0,7,20,2022,23
2022-07-23 20:00,322.1008333,0,7,21,2022,23
2022-07-23 21:00,313.105,0,7,22,2022,23
2022-07-23 22:00,317.1608333,0,7,23,2022,23
2022-07-23 23:00,339.3391667,0,7,24,2022,23
2022-07-24 00:00,333.6141667,0,7,1,2022,24
2022-07-24 01:00,342.6816667,0,7,2,2022,24
2022-07-24 02:00,315.0441667,0,7,3,2022,24
2022-07-24 03:00,317.8491667,0,7,4,2022,24
2022-07-24 04:00,322.8008333,0,7,5,2022,24
2022-07-24 05:00,336.2883333,0,7,6,2022,24
2022-07-24 06:00,363.4816667,0,7,7,2022,24
2022-07-24 07:00,365.5483333,0,7,8,2022,24
2022-07-24 08:00,296.4133333,0,7,9,2022,24
2022-07-24 09:00,266.06,0,7,10,2022,24
2022-07-24 10:00,232.5133333,0,7,11,2022,24
2022-07-24 11:00,91.76916667,0,7,12,2022,24
2022-07-24 12:00,26.07416667,0,7,13,2022,24
2022-07-24 13:00,15.85083333,0,7,14,2022,24
2022-07-24 14:00,4.516666667,0,7,15,2022,24
2022-07-24 15:00,147.875,0,7,16,2022,24
2022-07-24 16:00,344.4158333,0,7,17,2022,24
2022-07-24 17:00,419.6491667,0,7,18,2022,24
2022-07-24 18:00,485.9291667,0,7,19,2022,24
2022-07-24 19:00,382.905,0,7,20,2022,24
2022-07-24 20:00,324.0408333,0,7,21,2022,24
2022-07-24 21:00,298.4075,0,7,22,2022,24
2022-07-24 22:00,308.4383333,0,7,23,2022,24
2022-07-24 23:00,310.86,0,7,24,2022,24
2022-07-25 00:00,297.5708333,1,7,1,2022,25
2022-07-25 01:00,280.3941667,1,7,2,2022,25
2022-07-25 02:00,172.0075,1,7,3,2022,25
2022-07-25 03:00,298.03,1,7,4,2022,25
2022-07-25 04:00,309.6466667,1,7,5,2022,25
2022-07-25 05:00,346.9858333,1,7,6,2022,25
2022-07-25 06:00,412.5816667,1,7,7,2022,25
2022-07-25 07:00,443.3075,1,7,8,2022,25
2022-07-25 08:00,352.055,1,7,9,2022,25
2022-07-25 09:00,264.0933333,1,7,10,2022,25
2022-07-25 10:00,223.345,1,7,11,2022,25
2022-07-25 11:00,226.95,1,7,12,2022,25
2022-07-25 12:00,237.3833333,1,7,13,2022,25
2022-07-25 13:00,256.6275,1,7,14,2022,25
2022-07-25 14:00,313.7458333,1,7,15,2022,25
2022-07-25 15:00,292.0441667,1,7,16,2022,25
2022-07-25 16:00,326.4075,1,7,17,2022,25
2022-07-25 17:00,433.7475,1,7,18,2022,25
2022-07-25 18:00,483.2183333,1,7,19,2022,25
2022-07-25 19:00,419.9841667,1,7,20,2022,25
2022-07-25 20:00,369.3066667,1,7,21,2022,25
2022-07-25 21:00,313.9041667,1,7,22,2022,25
2022-07-25 22:00,287.7283333,1,7,23,2022,25
2022-07-25 23:00,281.43,1,7,24,2022,25
2022-07-26 00:00,234.2916667,1,7,1,2022,26
2022-07-26 01:00,226.735,1,7,2,2022,26
2022-07-26 02:00,249.0725,1,7,3,2022,26
2022-07-26 03:00,226.3125,1,7,4,2022,26
2022-07-26 04:00,193.4716667,1,7,5,2022,26
2022-07-26 05:00,287.1075,1,7,6,2022,26
2022-07-26 06:00,415.16,1,7,7,2022,26
2022-07-26 07:00,425.2125,1,7,8,2022,26
2022-07-26 08:00,309.6566667,1,7,9,2022,26
2022-07-26 09:00,200.6125,1,7,10,2022,26
2022-07-26 10:00,117.2958333,1,7,11,2022,26
2022-07-26 11:00,91.68,1,7,12,2022,26
2022-07-26 12:00,101.9216667,1,7,13,2022,26
2022-07-26 13:00,170.8883333,1,7,14,2022,26
2022-07-26 14:00,168.1541667,1,7,15,2022,26
2022-07-26 15:00,167.4275,1,7,16,2022,26
2022-07-26 16:00,321.8616667,1,7,17,2022,26
2022-07-26 17:00,338.4475,1,7,18,2022,26
2022-07-26 18:00,348.265,1,7,19,2022,26
2022-07-26 19:00,310.7141667,1,7,20,2022,26
2022-07-26 20:00,311.8341667,1,7,21,2022,26
2022-07-26 21:00,272.475,1,7,22,2022,26
2022-07-26 22:00,275.175,1,7,23,2022,26
2022-07-26 23:00,243.9375,1,7,24,2022,26
2022-07-27 00:00,212.8608333,1,7,1,2022,27
2022-07-27 01:00,212.5275,1,7,2,2022,27
2022-07-27 02:00,149.6225,1,7,3,2022,27
2022-07-27 03:00,137.0641667,1,7,4,2022,27
2022-07-27 04:00,203.7875,1,7,5,2022,27
2022-07-27 05:00,262.4625,1,7,6,2022,27
2022-07-27 06:00,338.0183333,1,7,7,2022,27
2022-07-27 07:00,394.9175,1,7,8,2022,27
2022-07-27 08:00,165.5366667,1,7,9,2022,27
2022-07-27 09:00,86.55666667,1,7,10,2022,27
2022-07-27 10:00,166.4666667,1,7,11,2022,27
2022-07-27 11:00,74.77416667,1,7,12,2022,27
2022-07-27 12:00,95.165,1,7,13,2022,27
2022-07-27 13:00,116.6316667,1,7,14,2022,27
2022-07-27 14:00,150.2158333,1,7,15,2022,27
